,fold,fold,fit_time_sec,fit_time_sec,accuracy,accuracy,precision,precision,recall,recall,f1,f1
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,,,,,
sklearn GB,3.0,1.5811388300841898,0.34370386080045134,0.043457177344528676,0.9631268436578171,0.020907013983388435,0.959977979402637,0.032132408886643316,0.9832159624413146,0.01816217374359919,0.9711007853719197,0.016112153299431494
Собственный GB,3.0,1.5811388300841898,2.22800538259944,0.03614133116880427,0.9420431609998448,0.028089676487887613,0.9471964063333926,0.042835658074706136,0.9635367762128325,0.03673628713786095,0.9542996979838797,0.02180508683619507
